Title,Call_No,Authors,Row
"BPO's :processes and challenges / Bhargava,Harsh. deepak kumar,",658.723 BHA;2 R1,Bhargava Harsh  deepak kumar ,16
Marketing research: international student version,658.8 AAK;1 R,Aaker  David A  Kumar  V  Day  George S  Leone  Robert P ,16
Marketing research: international student version,658.8 AAK;2 R1,Aaker  David A  Kumar  V  Day  George S  Leone  Robert P ,16
Marketing research: international student version,658.8 AAK;3,Aaker  David A  Kumar  V  Day  George S  Leone  Robert P ,16
Marketing research: international student version,658.8 AAK;4,Aaker  David A  Kumar  V  Day  George S  Leone  Robert P ,16
"Agricultural marketing in India /Acharya, S S. Agarwal, N L.",658.8 ACH;1 R,Acharya  S S  Agarwal  N L ,16
"Agricultural marketing in India /Acharya, S S. Agarwal, N L.",658.8 ACH;2 R1,Acharya  S S  Agarwal  N L ,16
"Agricultural marketing in India /Acharya, S S. Agarwal, N L.",658.8 ACH;2 R1,Acharya  S S  Agarwal  N L ,16
"Agricultural marketing in India /Acharya, S S. Agarwal, N L.",658.8 ACH;3,Acharya  S S  Agarwal  N L ,16
"Technology in service sector :An introduction / Alagiri,Dhandapani,",658.8 ALA;1 R,Alagiri Dhandapani ,16
"Daynamics of forex markets and management / Dhandapani,Alagiri,",658.8 ALA;1 R,Alagiri Dhandapani ,16
"Technology in service sector :An introduction / Alagiri,Dhandapani,",658.8 ALA;2 R1,Alagiri Dhandapani ,16
"Services marketing / Govind Apte,",658.8 APT;1 R,Apte  Govind ,16
"Services marketing / Govind Apte,",658.8 APT;2 R1,Apte  Govind ,16
"Services marketing / Govind Apte,",658.8 APT;3,Apte  Govind ,16
Services marketing,658.8 APT;4,Apte  Govind ,16
Services marketing,658.8 APT;5,Apte  Govind ,16
Services marketing,658.8 APT;6,Apte  Govind ,16
Services marketing,658.8 APT;7,Apte  Govind ,16
Marketing Management,658.8 ARU,Arun Kumar and Meenakshi N,16
Marketing Management,658.8 ARU,Arun Kumar and Meenakshi N,16
Marketing Management / Kumar and Meenakshi N Arun,658.8 ARU;3 R,Arun Kumar and Meenakshi N,16
Marketing Management / Kumar and Meenakshi N Arun,658.8 ARU;4 R1,Arun Kumar and Meenakshi N,16
Marketing management,658.8 ARU;5 R,Arun Kumar  Meenakshi  N ,16
Marketing management,658.8 ARU;6 R1,Arun Kumar  Meenakshi  N ,16
Marketing management,658.8 ARU;7,Arun Kumar  Meenakshi  N ,16
Marketing management,658.8 ARU;8,Arun Kumar  Meenakshi  N ,16
Marketing management,658.8 ARU;9,Arun Kumar  Meenakshi  N ,16
"Indian society / Ravindranath V.Badi,Narayansa V.Badi",658.8 BAD:1 R,Badi Ravindranath V Badi Narayansa V ,16
"Rural marketing / Badi, Ravindranath V. Badi, Narayansa V",658.8 BAD;1 R,Badi  Ravindranath V  Badi  Narayansa V,16
"Rural marketing / Badi, Ravindranath V. Badi, Narayansa V",658.8 BAD;2,Badi  Ravindranath V  Badi  Narayansa V,16
"Rural marketing / Badi, Ravindranath V. Badi, Narayansa V",658.8 BAD;3 R1,Badi  Ravindranath V  Badi  Narayansa V,16
"Rural marketing / Badi, Ravindranath V. Badi, Narayansa V",658.8 BAD;4,Badi  Ravindranath V  Badi  Narayansa V,16
"Rural marketing / Badi, Ravindranath V. Badi, Narayansa V",658.8 BAD;5,Badi  Ravindranath V  Badi  Narayansa V,16
"Rural marketing / Badi, Ravindranath V. Badi, Narayansa V",658.8 BAD;6,Badi  Ravindranath V  Badi  Narayansa V,16
"Rural marketing / Badi, Ravindranath V. Badi, Narayansa V",658.8 BAD;7,Badi  Ravindranath V  Badi  Narayansa V,16
"Rural marketing / Badi, Ravindranath V. Badi, Narayansa V",658.8 BAD;8,Badi  Ravindranath V  Badi  Narayansa V,16
Services marketing,658.8 BAT;1 R,Bateson  John E G  Hoffman  K Douglas ,16
Services marketing,658.8 BAT;2 R1,Bateson  John E G  Hoffman  K Douglas ,16
Services marketing,658.8 BAT;3,Bateson  John E G  Hoffman  K Douglas ,16
"Services marketing :concepts, planning and implimentation/ C. Bhattacharjee,",658.8 BHA;1 R,Bhattacharjee C ,16
"Marketing of livestock and livestock products in india / Bhaskaran, S,Mohanty,Suchitra,",658.8 BHA;1 R,Bhaskaran  S Mohanty Suchitra ,16
"Services marketing :concepts, planning and implimentation/ C. Bhattacharjee,",658.8 BHA;2 R1,Bhattacharjee C ,16
"Services marketing :concepts, planning and implimentation/ C. Bhattacharjee,",658.8 BHA;3,Bhattacharjee C ,16
"Services marketing :concepts, planning and implimentation/ C. Bhattacharjee,",658.8 BHA;4,Bhattacharjee C ,16
"Services marketing :concepts, planning and implimentation/ C. Bhattacharjee,",658.8 BHA;5,Bhattacharjee C ,16
"Services marketing :concepts, planning and implimentation/ C. Bhattacharjee,",658.8 BHA;6,Bhattacharjee C ,16
Business marketing,658.8 BIN;1 R,Bingham Jr   Frank G  Gomes  Roger Knowles  Patricia  A ,16
"IT happened in india : the story of pantaloons,big bazaar,central and te great indian consumer / Kishore Biyani",658.8 BIY,Biyani  Kishore,16
"B2B social media book: become a marketing superstar by generating leads with blogging, linkedin, twitter, facebook, e-mail and more",658.8 BOD;1 R,Bodnar  Kipp  Cohen  Jeffrey L ,16
"B2B social media book: become a marketing superstar by generating leads with blogging, linkedin, twitter, facebook, e-mail and more",658.8 BOD;2,Bodnar  Kipp  Cohen  Jeffrey L ,16
Market and Sales Forecasting,658.8 BOL;1 R,Bolf  Gordon,16
Essentials of international marketing,658.8 BRA;1 R,Brady  Donald ,16
Essentials of international marketing,658.8 BRA;2,Brady  Donald ,16
Managing marketing : an applied approach,658.8 CAP;1 R,Capon  Noel  Singh  Siddharth Shekhar ,16
Managing marketing : an applied approach,658.8 CAP;2,Capon  Noel  Singh  Siddharth Shekhar ,16
Managing marketing : an applied approach,658.8 CAP;3 R,Capon  Noel  Singh  Siddharth Shekhar ,16
Managing marketing : an applied approach,658.8 CAP;4,Capon  Noel  Singh  Siddharth Shekhar ,16
International Marketing,658.8 CAT;1 R,Cateora  Philip R  Graham  John L ,16
"International marketing / Philip R. Graham, John L. Salwan, Prashant. Cateora,",658.8 CAT;10,Cateora  Philip R  Graham  John L  Salwan  Prashant ,16
"International marketing / Philip R. Graham, John L. Salwan, Prashant. Cateora,",658.8 CAT;11,Cateora  Philip R  Graham  John L  Salwan  Prashant ,16
"International marketing / Philip R. Graham, John L. Salwan, Prashant. Cateora,",658.8 CAT;12,Cateora  Philip R  Graham  John L  Salwan  Prashant ,16
"International marketing / Philip R. Graham, John L. Salwan, Prashant. Cateora,",658.8 CAT;13,Cateora  Philip R  Graham  John L  Salwan  Prashant ,16
International marketing,658.8 CAT;14,Cateora  Philip R  Graham  John L  Salwan  Prashant ,16
International marketing,658.8 CAT;15,Cateora  Philip R  Graham  John L  Salwan  Prashant ,16
International Marketing,658.8 CAT;2,Cateora  Philip R  Graham  John L ,16
International Marketing,658.8 CAT;3,Cateora  Philip R  Graham  John L ,16
"International Marketing / Philip R. Graham, John L. Cateora,",658.8 CAT;3 R,Cateora  Philip R  Graham  John L ,16
"International Marketing / Philip R. Graham, John L. Cateora,",658.8 CAT;4,Cateora  Philip R  Graham  John L ,16
"International Marketing / Philip R. Graham, John L. Cateora,",658.8 CAT;5,Cateora  Philip R  Graham  John L ,16
"International Marketing / Philip R. Graham, John L. Cateora,",658.8 CAT;6,Cateora  Philip R  Graham  John L ,16
"International marketing / Philip R. Graham, John L. Salwan, Prashant. Cateora,",658.8 CAT;8 R1,Cateora  Philip R  Graham  John L  Salwan  Prashant ,16
"International marketing / Philip R. Graham, John L. Salwan, Prashant. Cateora,",658.8 CAT;9,Cateora  Philip R  Graham  John L  Salwan  Prashant ,16
"Strategic marketing:concepts and cases vol.II / Chaturvedi,braj mohan,",658.8 CHA;1,Chaturvedi braj mohan ,16
"Strategic marketing:concepts and cases vol.II / Chaturvedi,braj mohan,",658.8 CHA;2,Chaturvedi braj mohan ,16
"International marketing:text and cases / Francis Cherunilam,",658.8 CHE;1 R,Cherunilam  Francis,16
International marketing: text and cases,658.8 CHE;10 R1,Cherunilam  Francis ,16
"International marketing:text and cases / Francis Cherunilam,",658.8 CHE;2 R1,Cherunilam  Francis,16
"International marketing:text and cases / Francis Cherunilam,",658.8 CHE;3,Cherunilam  Francis,16
"International marketing:text and cases / Francis Cherunilam,",658.8 CHE;4,Cherunilam  Francis,16
"International marketing:text and cases / Francis Cherunilam,",658.8 CHE;5,Cherunilam  Francis,16
"International marketing:text and cases / Francis Cherunilam,",658.8 CHE;6,Cherunilam  Francis,16
International marketing: text and cases,658.8 CHE;7 R,Cherunilam  Francis ,16
International marketing: text and cases,658.8 CHE;8 R1,Cherunilam  Francis ,16
International marketing: text and cases,658.8 CHE;9 R,Cherunilam  Francis ,16
"World class companies :creating and sustaining / Chowdray,v Nagendra,",658.8 CHO;1 R,Chowdray v Nagendra ,16
"Services marketing : operations management and strategy / Kenneth E Kurtz, David L Clow,",658.8 CLO;1 R,Clow  Kenneth E Kurtz  David L,16
"Services marketing : operations management and strategy / Kenneth E Kurtz, David L Clow,",658.8 CLO;2 R1,Clow  Kenneth E Kurtz  David L,16
"Services marketing : operations management and strategy / Kenneth E. Kurtz, David L. Clow,",658.8 CLO;3,Clow  Kenneth E  Kurtz  David L ,16
Services marketing : operations management and strategy,658.8 CLO;4,Clow  Kenneth E  Kurtz  David L ,16
Services marketing : operations management and strategy,658.8 CLO;5,Clow  Kenneth E  Kurtz  David L ,16
Services marketing : operations management and strategy,658.8 CLO;6,Clow  Kenneth E  Kurtz  David L ,16
Services marketing : operations management and strategy,658.8 CLO;7,Clow  Kenneth E  Kurtz  David L ,16
"Sales management: Concepts and cases / Douglass J, Cron, William L, Decarlo, Thomas E Dalrymble,",658.8 DAL;1,Dalrymble  Douglass J  Cron  William L  Decarlo  Thomas E,16
"Sales management: Concepts and cases / Douglass J, Cron, William L, Decarlo, Thomas E Dalrymble,",658.8 DAL;2,Dalrymble  Douglass J  Cron  William L  Decarlo  Thomas E,16
"Sales management: Concepts and cases / Douglass J, Cron, William L, Decarlo, Thomas E Dalrymble,",658.8 DAL;3,Dalrymble  Douglass J  Cron  William L  Decarlo  Thomas E,16
"Sales management: Concepts and cases / Douglass J, Cron, William L, Decarlo, Thomas E Dalrymble,",658.8 DAL;4,Dalrymble  Douglass J  Cron  William L  Decarlo  Thomas E,16
"Materials management Procedures, text and cases / Datta,A K.",658.8 DAT;1 R,Datta A K ,16
"Materials management Procedures, text and cases / Datta,A K.",658.8 DAT;2 R1,Datta A K ,16
Rural marketing:concepts and practices / Balram Dogra. Karminder Ghuman,658.8 DOG;1 R,Dogra  Balram   Ghuman  Karminder,16
Rural marketing: concepts and practices,658.8 DOG;10,Dogra  Balram  Ghuman  Karminder ,16
Rural marketing:concepts and practices / Balram Dogra. Karminder Ghuman,658.8 DOG;2 R1,Dogra  Balram   Ghuman  Karminder,16
Rural marketing:concepts and practices / Balram Dogra. Karminder Ghuman,658.8 DOG;3,Dogra  Balram   Ghuman  Karminder,16
Rural marketing:concepts and practices / Balram Dogra. Karminder Ghuman,658.8 DOG;4,Dogra  Balram   Ghuman  Karminder,16
Rural marketing:concepts and practices / Balram Dogra. Karminder Ghuman,658.8 DOG;5,Dogra  Balram   Ghuman  Karminder,16
Rural marketing:concepts and practices / Balram Dogra. Karminder Ghuman,658.8 DOG;6,Dogra  Balram   Ghuman  Karminder,16
Rural marketing: concepts and practices,658.8 DOG;7,Dogra  Balram  Ghuman  Karminder ,16
Rural marketing: concepts and practices,658.8 DOG;8,Dogra  Balram  Ghuman  Karminder ,16
Rural marketing: concepts and practices,658.8 DOG;9,Dogra  Balram  Ghuman  Karminder ,16
A dictionary of marketing,658.8 DOY;1 R,Doyle  Charles ,16
A dictionary of marketing,658.8 DOY;2 R,Doyle  Charles ,16
"Business marketing : connecting strategy, relationships and learning / Robert F. Tanner, John F. Dwyer,",658.8 DWY;1 R,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning",658.8 DWY;10,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning / Robert F. Tanner, John F. Dwyer,",658.8 DWY;2 R1,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning / Robert F. Tanner, John F. Dwyer,",658.8 DWY;3,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning / Robert F. Tanner, John F. Dwyer,",658.8 DWY;4,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning / Robert F. Tanner, John F. Dwyer,",658.8 DWY;5,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning / Robert F. Tanner, John F. Dwyer,",658.8 DWY;6,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning",658.8 DWY;7,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning",658.8 DWY;8,Dwyer  Robert F  Tanner  John F ,16
"Business marketing : connecting strategy, relationships and learning",658.8 DWY;9,Dwyer  Robert F  Tanner  John F ,16
Marketing Concepts and Cases,658.8 ETZ,Etzel Michael J and et all   ,16
Marketing Concepts and Cases,658.8 ETZ,Etzel Michael J and et all   ,16
Marketing Concepts and Cases,658.8 ETZ;1 R,Etzel Michael J and et all   ,16
Marketing,658.8 ETZ;10,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
Marketing,658.8 ETZ;11,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
Marketing,658.8 ETZ;12,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
Marketing,658.8 ETZ;13,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
Marketing,658.8 ETZ;14,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
Marketing,658.8 ETZ;15,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
Marketing,658.8 ETZ;7 R,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
Marketing,658.8 ETZ;8 R1,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
Marketing,658.8 ETZ;9,Etzel  Michael J  Walker  Bruce J  Stauton  William J [et al ],16
"Marketing : concepts and cases / Michael J, Walker, Bruce J, Stauton, William J etc Etzel,",658.8 ETZ1;4 R1,Etzel  Michael J  Walker  Bruce J  Stauton  William J etc,16
"Marketing : concepts and cases / Michael J, Walker, Bruce J, Stauton, William J etc Etzel,",658.8 ETZ1;5,Etzel  Michael J  Walker  Bruce J  Stauton  William J etc,16
"Marketing : concepts and cases / Michael J, Walker, Bruce J, Stauton, William J etc Etzel,",658.8 ETZ1;6,Etzel  Michael J  Walker  Bruce J  Stauton  William J etc,16
"Marketing mangement / Joel R Evans, Borry Berman",658.8 EVA;1 R,Evans  Joel R  Berman  Borry,16
"Marketing mangement / Joel R Evans, Borry Berman",658.8 EVA;2 R1,Evans  Joel R  Berman  Borry,16
"Marketing mangement / Joel R Evans, Borry Berman",658.8 EVA;3,Evans  Joel R  Berman  Borry,16
Marketing management,658.8 EVA;4,Evans  Joel R  Berman  Barry ,16
Marketing management,658.8 EVA;5,Evans  Joel R  Berman  Barry ,16
Marketing management,658.8 EVA;6,Evans  Joel R  Berman  Barry ,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;1 R,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;10,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;2,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;3,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;4,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;5,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;6,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;7,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;8,Futrell  Charles M,16
Sales Management : Teamwork leadership and Technology,658.8 FUT;9,Futrell  Charles M,16
21st Century Manager,658.8 GAR;1 R,Gardiner  Gareth S,16
"Every business is a service business / George, S S,",658.8 GEO;1 R,George  S S ,16
